"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"TELEMEDICINE AND E-HEALTH","1530-5627","1556-3669","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY","1600-0870","1600-0870","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY","1600-0889","1600-0889","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TELOPEA","0312-9764","2200-4025","NATL HERBARIUM NEW SOUTH WALES","AUSTRALIAN BOTANIC GARDEN, MOUNT ANNAN DR, MOUNT ANNAN, AUSTRALIA, NSW 2567"
"TENSIDE SURFACTANTS DETERGENTS","0932-3414","0932-3414","CARL HANSER VERLAG","KOLBERGERSTRASSE 22, POSTFACH 86 04 20, MUNICH, GERMANY, D-81679"
"TERAPEVTICHESKII ARKHIV","0040-3660","2309-5342","CJSC CONSILIUM MEDICUM","NOVIY ZIKOVSKIY PROEZD, D 3, 40, MOSCOW, RUSSIA, 125167"
"TERRA NOVA","0954-4879","1365-3121","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES","1017-0839","2311-7680","CHINESE GEOSCIENCE UNION","PO BOX 23-59, TAIPEI, TAIWAN, 10764"
"TEST","1133-0686","1863-8260","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"TETRAHEDRON","0040-4020","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TETRAHEDRON LETTERS","0040-4039","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN","0021-1575","1883-2954","IRON STEEL INST JAPAN KEIDANREN KAIKAN","TEKKO KAIKAN-5F, 3-2-10, NIHONBASHI-KAYABACHO, TOKYO, JAPAN, CHUO-KU, 103-0025"
"TEXAS HEART INSTITUTE JOURNAL","0730-2347","1526-6702","TEXAS HEART INST","PO BOX 20345, HOUSTON, USA, TX, 77225-0345"
"TEXTILE RESEARCH JOURNAL","0040-5175","1746-7748","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THAI JOURNAL OF VETERINARY MEDICINE","0125-6491","0125-6491","CHULALONGKORN UNIV","FAC VETERINARY SCI, HENRI DUNANT RD, BANGKOK, THAILAND, 10330"
"THALASSAS","0212-5919","2366-1674","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"THEOLOGY AND SCIENCE","1474-6700","1474-6719","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"THEORETICAL AND APPLIED CLIMATOLOGY","0177-798X","1434-4483","SPRINGER WIEN","SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201"
"THEORETICAL AND APPLIED FRACTURE MECHANICS","0167-8442","1872-7638","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"THEORETICAL AND APPLIED GENETICS","0040-5752","1432-2242","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS","0935-4964","1432-2250","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"THEORETICAL AND EXPERIMENTAL CHEMISTRY","0040-5760","1573-935X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"THEORETICAL AND EXPERIMENTAL PLANT PHYSIOLOGY","2197-0025","2197-0025","BRAZILIAN SOC PLANT PHYSIOLOGY","DEPT FISIOLOGIA VEGETAL - IB, UNICAMP, CP 6109, CAMPINAS, BRAZIL, SP, 00000"
"THEORETICAL AND MATHEMATICAL PHYSICS","0040-5779","1573-9333","MAIK NAUKA/INTERPERIODICA/SPRINGER","233 SPRING ST, NEW YORK, USA, NY, 10013-1578"
"THEORETICAL BIOLOGY AND MEDICAL MODELLING","1742-4682","1742-4682","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"THEORETICAL BIOLOGY FORUM","2282-2593","2283-7175","FABRIZIO SERRA EDITORE","PO BOX  NO,1, SUCC NO. 8, PISA, ITALY, I-56123"
"THEORETICAL CHEMISTRY ACCOUNTS","1432-881X","1432-2234","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"THEORETICAL COMPUTER SCIENCE","0304-3975","1879-2294","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"THEORETICAL ECOLOGY","1874-1738","1874-1746","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING","0040-5795","1608-3431","PLEIADES PUBLISHING INC","PLEIADES PUBLISHING INC, MOSCOW, RUSSIA, 00000"
"THEORETICAL POPULATION BIOLOGY","0040-5809","1096-0325","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"THEORY AND APPLICATIONS OF CATEGORIES","1201-561X","","MOUNT ALLISON UNIV","62 YORK ST, SACKVILLE NB, CANADA, E4L 1E2"
"THEORY AND PRACTICE OF LOGIC PROGRAMMING","1471-0684","1475-3081","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473"
"THEORY IN BIOSCIENCES","1431-7613","1611-7530","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"THEORY OF COMPUTING","1557-2862","1557-2862","UNIV CHICAGO, DEPT COMPUTER SCIENCE","1100 E 58TH ST, CHICAGO, USA, IL, 60637"
"THEORY OF COMPUTING SYSTEMS","1432-4350","1433-0490","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"THEORY OF PROBABILITY AND ITS APPLICATIONS","0040-585X","1095-7219","SIAM PUBLICATIONS","3600 UNIV CITY SCIENCE CENTER, PHILADELPHIA, USA, PA, 19104-2688"
"THERANOSTICS","1838-7640","1838-7640","IVYSPRING INT PUBL","PO BOX 4546, LAKE HAVEN, AUSTRALIA, NSW, 2263"
"THERAPEUTIC ADVANCES IN CHRONIC DISEASE","2040-6223","2040-6231","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC ADVANCES IN DRUG SAFETY","2042-0986","2042-0994","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC ADVANCES IN ENDOCRINOLOGY AND METABOLISM","2042-0188","2042-0196","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC ADVANCES IN GASTROENTEROLOGY","1756-283X","1756-2848","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC ADVANCES IN HEMATOLOGY","2040-6207","2040-6215","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC ADVANCES IN MEDICAL ONCOLOGY","1758-8340","1758-8359","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC ADVANCES IN MUSCULOSKELETAL DISEASE","1759-720X","1759-7218","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC ADVANCES IN NEUROLOGICAL DISORDERS","1756-2856","1756-2864","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC ADVANCES IN PSYCHOPHARMACOLOGY","2045-1253","2045-1261","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC ADVANCES IN RESPIRATORY DISEASE","1753-4658","1753-4666","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC ADVANCES IN UROLOGY","1756-2872","1756-2880","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"THERAPEUTIC APHERESIS AND DIALYSIS","1744-9979","1744-9987","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"THERAPEUTIC DRUG MONITORING","0163-4356","1536-3694","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"THERAPEUTIC HYPOTHERMIA AND TEMPERATURE MANAGEMENT","2153-7658","2153-7933","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"THERAPEUTIC INNOVATION & REGULATORY SCIENCE","2168-4790","2168-4804","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"THERAPEUTICS AND CLINICAL RISK MANAGEMENT","1178-203X","1178-203X","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752"
"THERAPIE","0040-5957","1958-5578","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"THERIOGENOLOGY","0093-691X","1879-3231","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"THERMAL SCIENCE","0354-9836","2334-7163","VINCA INST NUCLEAR SCI","MIHAJLA PETROVICA-ALASA 12-14 VINCA, 11037 BELGRADE. POB 522, BELGRADE, SERBIA, 11001"
"THERMOCHIMICA ACTA","0040-6031","1872-762X","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"THERMOPHYSICS AND AEROMECHANICS","0869-8643","1531-8699","PLEIADES PUBLISHING INC","PLEIADES PUBLISHING INC, MOSCOW, RUSSIA, 00000"
"THIN SOLID FILMS","0040-6090","","ELSEVIER SCIENCE SA","PO BOX 564, LAUSANNE, SWITZERLAND, 1001"
"THIN-WALLED STRUCTURES","0263-8231","1879-3223","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"THORACIC AND CARDIOVASCULAR SURGEON","0171-6425","1439-1902","GEORG THIEME VERLAG KG","RUDIGERSTR 14, STUTTGART, GERMANY, D-70469"
"THORACIC CANCER","1759-7706","1759-7714","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"THORACIC SURGERY CLINICS","1547-4127","1558-5069","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899"
"THORAX","0040-6376","1468-3296","BMJ PUBLISHING GROUP","BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR"
"THROMBOSIS AND HAEMOSTASIS","0340-6245","2567-689X","GEORG THIEME VERLAG KG","RUDIGERSTR 14, STUTTGART, GERMANY, D-70469"
"THROMBOSIS JOURNAL","1477-9560","1477-9560","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"THROMBOSIS RESEARCH","0049-3848","1879-2472","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"THYROID","1050-7256","1557-9077","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"TICKS AND TICK-BORNE DISEASES","1877-959X","1877-9603","ELSEVIER GMBH","HACKERBRUCKE 6, MUNICH, GERMANY, 80335"
"TIERAERZTLICHE PRAXIS AUSGABE GROSSTIERE NUTZTIERE","1434-1220","2567-5834","GEORG THIEME VERLAG KG","RUDIGERSTR 14, STUTTGART, GERMANY, D-70469"
"TIERAERZTLICHE PRAXIS AUSGABE KLEINTIERE HEIMTIERE","1434-1239","2567-5842","GEORG THIEME VERLAG KG","RUDIGERSTR 14, STUTTGART, GERMANY, D-70469"
"TIERAERZTLICHE UMSCHAU","0049-3864","","TERRA-VERLAG GMBH","POSTFACH 10 21 44, KONSTANZ, GERMANY, D-78421"
"TIJDSCHRIFT VOOR DIERGENEESKUNDE","0040-7453","0040-7453","KONINKLIJKE NEDERLANDSE MAATSCHAPPIJ VOOR DIERGENEESKUNDE","DE MOLEN 77, HOUTEN, NETHERLANDS, 3995 AW"
"TISSUE & CELL","0040-8166","1532-3072","CHURCHILL LIVINGSTONE","JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH, SCOTLAND, MIDLOTHIAN, EH1 3AF"
"TISSUE ENGINEERING AND REGENERATIVE MEDICINE","1738-2696","2212-5469","KOREAN TISSUE ENGINEERING REGENERATIVE MEDICINE SOC","1414 SEOCHO WORLD OFFICETEL 19, SEOUN-RO, SEOCHO-GU, SOUTH KOREA, SEOUL, 06732"
"TISSUE ENGINEERING PART A","1937-3341","1937-335X","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"TISSUE ENGINEERING PART B-REVIEWS","1937-3368","1937-3376","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"TISSUE ENGINEERING PART C-METHODS","1937-3384","1937-3392","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"TM-TECHNISCHES MESSEN","0171-8096","2196-7113","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"TOBACCO CONTROL","0964-4563","1468-3318","BMJ PUBLISHING GROUP","BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR"
"TOBACCO INDUCED DISEASES","1617-9625","1617-9625","EUROPEAN PUBLISHING","SCIENCE & TECHNOLGY PARK CRETE, (STEP-C), N PLASTIRA 100, VASSILIKA VOUTWN, HERAKLION, GREECE, CRETE, 00000"
"TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE","0040-8727","1349-3329","TOHOKU UNIV MEDICAL PRESS","2-1, SEIRYO-MACHI, AOBA-KU, SENDAI, JAPAN, MIYAGI, 980-8575"
"TOHOKU MATHEMATICAL JOURNAL","0040-8735","0040-8735","TOHOKU UNIVERSITY","MATHEMATICAL INST, SENDAI, JAPAN, 980-77"
"TOKYO JOURNAL OF MATHEMATICS","0387-3870","","TOKYO JOURNAL MATHEMATICS EDITORIAL OFFICE ACAD CENTER","358-5 YAMABUKI-CHO, SHINJUKU-KU, TOKYO, JAPAN, 162-0801"
"TOMOGRAPHY","2379-1381","2379-139X","GRAPHO PUBLICATIONS","PO BOX 131281, ANN ARBOR, USA, MI, 48112-1281"
"TOP","1134-5764","1863-8279","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"TOPICS IN APPLIED PHYSICS","0303-4216","","SPRINGER-VERLAG BERLIN","HEIDELBERGER PLATZ 3, BERLIN, GERMANY, D-14197"
"TOPICS IN CATALYSIS","1022-5528","1572-9028","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013"
"TOPICS IN CLINICAL NUTRITION","0883-5691","1550-5146","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"TOPICS IN COMPANION ANIMAL MEDICINE","1938-9736","1946-9837","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899"
"TOPICS IN CURRENT CHEMISTRY","2365-0869","2364-8961","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"TOPICS IN ORGANOMETALLIC CHEMISTRY","1436-6002","1616-8534","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"TOPICS IN STROKE REHABILITATION","1074-9357","1945-5119","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TOPOLOGICAL METHODS IN NONLINEAR ANALYSIS","1230-3429","1230-3429","JULIUSZ SCHAUDER CTR NONLINEAR STUDIES","UL CHOPINA 12/18, TORUN, POLAND, 87-100"
"TOPOLOGY AND ITS APPLICATIONS","0166-8641","1879-3207","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY","0277-2248","1029-0486","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TOXICOLOGICAL SCIENCES","1096-6080","1096-0929","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"TOXICOLOGIC PATHOLOGY","0192-6233","1533-1601","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"TOXICOLOGY","0300-483X","1879-3185","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000"
"TOXICOLOGY AND APPLIED PHARMACOLOGY","0041-008X","1096-0333","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"TOXICOLOGY AND INDUSTRIAL HEALTH","0748-2337","1477-0393","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"TOXICOLOGY IN VITRO","0887-2333","1879-3177","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TOXICOLOGY LETTERS","0378-4274","1879-3169","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000"
"TOXICOLOGY MECHANISMS AND METHODS","1537-6516","1537-6524","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TOXICOLOGY RESEARCH","2045-452X","2045-4538","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"TOXICON","0041-0101","1879-3150","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TOXICS","2305-6304","2305-6304","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"TOXIN REVIEWS","1556-9543","1556-9551","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"TOXINS","2072-6651","2072-6651","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"TRACE ELEMENTS AND ELECTROLYTES","0946-2104","0946-2104","DUSTRI-VERLAG DR KARL FEISTLE","BAHNHOFSTRASSE 9 POSTFACH 49, DEISENHOFEN-MUENCHEN, GERMANY, D-82032"
"TRAC-TRENDS IN ANALYTICAL CHEMISTRY","0165-9936","1879-3142","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"TRAFFIC","1398-9219","1600-0854","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TRAFFIC INJURY PREVENTION","1538-9588","1538-957X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"TRAITEMENT DU SIGNAL","0765-0019","1958-5608","INT INFORMATION & ENGINEERING TECHNOLOGY ASSOC","#2020, SCOTIA PLACE TOWER ONE, 10060 JASPER AVE, EDMONTON, CANADA, AB T5J 3R8"
"TRANSACTIONS OF FAMENA","1333-1124","1333-1124","UNIV ZAGREB FAC MECHANICAL ENGINEERING & NAVAL ARCHITECTURE","IVANA LUCICA 5, ZAGREB, CROATIA, 10002"
"TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA","1003-6326","2210-3384","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY","0002-8320","2162-3139","AMER ENTOMOL SOC","1900 BENJ FRANKLIN PARKWAY, PHILADELPHIA, USA, PA, 19103-1195"
"TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY","0002-8487","1548-8659","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY","0002-9947","1088-6850","AMER MATHEMATICAL SOC","201 CHARLES ST, PROVIDENCE, USA, RI, 02940-2213"
"TRANSACTIONS OF THE ASABE","2151-0032","2151-0040","AMER SOC AGRICULTURAL & BIOLOGICAL ENGINEERS","2950 NILES RD, ST JOSEPH, USA, MI, 49085-9659"
"TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING","0315-8977","","CANADIAN SCIENCE PUBLISHING","65 AURIGA DR, SUITE 203, OTTAWA, CANADA, ON, K2E 7W6"
"TRANSACTIONS OF THE INDIAN CERAMIC SOCIETY","0371-750X","2165-5456","INDIAN CERAMIC SOC","CENTRAL GLASS & CERAMIC RES INST, KOLKATA, INDIA, 700 032"
"TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS","0972-2815","0975-1645","SPRINGER INDIA","7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, INDIA, 110 001"
"TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL","0142-3312","1477-0369","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING","0020-2967","1745-9192","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES","0549-3811","0549-3811","JAPAN SOC AERONAUT SPACE SCI","KOKUKAIKAN-BUNKAN 1-18-2 SHINBASHI MINATO-KU, TOKYO, JAPAN,"
"TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA","0372-1426","2204-0293","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE","0035-9203","1878-3503","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES","2161-3915","2161-3915","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TRANSBOUNDARY AND EMERGING DISEASES","1865-1674","1865-1682","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TRANSFORMATION GROUPS","1083-4362","1531-586X","SPRINGER BIRKHAUSER","233 SPRING STREET, 6TH FLOOR, NEW YORK, USA, NY, 10013"
"TRANSFUSION","0041-1132","1537-2995","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TRANSFUSION AND APHERESIS SCIENCE","1473-0502","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TRANSFUSION CLINIQUE ET BIOLOGIQUE","1246-7820","1953-8022","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","65 RUE CAMILLE DESMOULINS, CS50083, ISSY-LES-MOULINEAUX, FRANCE, 92442"
"TRANSFUSION MEDICINE","0958-7578","1365-3148","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TRANSFUSION MEDICINE AND HEMOTHERAPY","1660-3796","1660-3818","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009"
"TRANSFUSION MEDICINE REVIEWS","0887-7963","1532-9496","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899"
"TRANSGENIC RESEARCH","0962-8819","1573-9368","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"TRANSITION METAL CHEMISTRY","0340-4285","1572-901X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"TRANSLATIONAL ANDROLOGY AND UROLOGY","2223-4683","2223-4691","AME PUBL CO","FLAT-RM C 16F, KINGS WING PLAZA 1, NO 3 KWAN ST, SHATIN, PEOPLES R CHINA, HONG KONG, 00000"
"TRANSLATIONAL BEHAVIORAL MEDICINE","1869-6716","1613-9860","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"TRANSLATIONAL CANCER RESEARCH","2218-676X","2219-6803","AME PUBL CO","FLAT-RM C 16F, KINGS WING PLAZA 1, NO 3 KWAN ST, SHATIN, PEOPLES R CHINA, HONG KONG, 00000"
"TRANSLATIONAL LUNG CANCER RESEARCH","2218-6751","2226-4477","AME PUBL CO","FLAT-RM C 16F, KINGS WING PLAZA 1, NO 3 KWAN ST, SHATIN, PEOPLES R CHINA, HONG KONG, 00000"
"TRANSLATIONAL NEURODEGENERATION","2047-9158","2047-9158","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"TRANSLATIONAL NEUROSCIENCE","2081-3856","2081-6936","SCIENDO","DE GRUYTER POLAND SP Z O O, BOGUMILA ZUGA 32A STR, WARSAW, POLAND, 01-811"
"TRANSLATIONAL ONCOLOGY","1936-5233","1936-5233","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"TRANSLATIONAL PEDIATRICS","2224-4344","2224-4344","AME PUBL CO","FLAT-RM C 16F, KINGS WING PLAZA 1, NO 3 KWAN ST, SHATIN, PEOPLES R CHINA, HONG KONG, 00000"
