"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"SOUTHEAST ASIAN BULLETIN OF MATHEMATICS","0129-2021","0219-175X","SOUTHEAST ASIAN MATHEMATICAL SOC-SEAMS","DEPT MATH, YUNNAN UNIV, KUNMING, PEOPLES R CHINA, 650091"
"SOUTH EAST ASIAN JOURNAL OF MANAGEMENT","1978-1989","2355-6641","UNIV INDONESIA","DIRECTORATE RESEARCH & PUBLIC SERV, UI CAMPUS, KAMOUS UNIV INDONESIA, DEPOK, INDONESIA, 16424"
"SOUTHEAST ASIAN STUDIES","2186-7275","2423-8686","KYOTO UNIV, CENTRE SOUTHEAST ASIAN STUDIES","46 SHIMOADACHI-CHO, YOSHIDA, SAKYO-KU, KYOTO, JAPAN, 606-8501"
"SOUTHEASTERN EUROPE","0094-4467","1876-3332","BRILL ACADEMIC PUBLISHERS","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA"
"SOUTHEASTERN GEOGRAPHER","0038-366X","1549-6929","ASSOC AMER GEOGRAPHERS","1710 16 ST NW, WASHINGTON, USA, DC, 20009"
"SOUTH EAST EUROPEAN JOURNAL OF ECONOMICS AND BUSINESS","1840-118X","2233-1999","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"SOUTHERN AFRICAN BUSINESS REVIEW","1998-8125","1998-8125","UNISA PRESS","PO BOX 392, PRETORIA, SOUTH AFRICA, 0003"
"SOUTHERN AFRICAN JOURNAL OF ACCOUNTABILITY AND AUDITING RESEARCH-SAJAAR","1028-9011","1028-9011","SOUTH AFRICAN INST GOVERNMENT AUDITORS","21 FIRST ST SAIGA HOUSE, OFFICE BLOCK A MENLO PARK, PRETORIA, SOUTH AFRICA, GT 0102"
"SOUTHERN AFRICAN JOURNAL OF ANAESTHESIA AND ANALGESIA","2220-1181","2220-1173","MEDPHARM PUBLICATIONS PTY LTD","PO BOX 14804 LYTTELTON MANOR, CENTURION, SOUTH AFRICA, 0140"
"SOUTHERN AFRICAN JOURNAL OF CRITICAL CARE","1562-8264","2078-676X","HEALTH & MEDICAL PUBLISHING GROUP","PRIVATE BAG X1, PINELANDS, CAPE TOWN, SOUTH AFRICA, 7430"
"SOUTHERN AFRICAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY","2074-2835","2220-105X","MEDPHARM PUBLICATIONS PTY LTD","PO BOX 14804 LYTTELTON MANOR, CENTURION, SOUTH AFRICA, 0140"
"SOUTHERN AFRICAN JOURNAL OF INFECTIOUS DISEASES","2312-0053","2313-1810","AOSIS","POSTNET SUITE 55, PRIVATE BAG X22, TYGERVALLEY, CAPE TOWN, SOUTH AFRICA, 00000"
"SOUTHERN COMMUNICATION JOURNAL","1041-794X","1930-3203","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"SOUTH OF RUSSIA-ECOLOGY DEVELOPMENT","1992-1098","2413-0958","KAMERTON PUBLISHER","A-YA 58, MOSCOW, RUSSIA, 107014"
"SOVIET AND POST SOVIET REVIEW","1075-1262","1876-3324","BRILL ACADEMIC PUBLISHERS","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA"
"SOVREMENNYE TEHNOLOGII V MEDICINE","2076-4243","2076-4243","NIZHNIY NOVGOROD STATE MEDICAL ACAD","MININ & POZHARSKY SQUARE, 10-1, NIZHNIY NOVGOROD, RUSSIA, 603005"
"SPACE AND POLITY","1356-2576","1470-1235","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"SPACE SCIENCE AND TECHNOLOGY-KOSMICNA NAUKA I TEHNOLOGIA","1561-8889","2518-1459","PUBLISHING HOUSE AKADEMPERIODYKA","PUBLISHING HOUSE AKADEMPERIODYKA, KYIV, UKRAINE, 00000"
"SPAL","1133-4525","2255-3924","UNIV SEVILLA, EDITORIAL","SECRETARIADO PUBLICACIONES, C/ PORVENIR, NO 27, SEVILLE, SPAIN, 41013"
"SPANISH JOURNAL OF SOIL SCIENCE","2253-6574","2253-6574","UNIVERSIA","AVDA CANTABRIA S-N, BOADILLA MONTE, MADRID, SPAIN, 28660"
"SPATIAL AND SPATIO-TEMPORAL EPIDEMIOLOGY","1877-5845","1877-5853","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"SPATIAL DEMOGRAPHY","2364-2289","2164-7070","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"SPATIAL INFORMATION RESEARCH","2366-3286","2366-3294","SPRINGER SINGAPORE PTE LTD","#04-01 CENCON I, 1 TANNERY RD, SINGAPORE, SINGAPORE, 347719"
"SPAZI DELLA MUSICA","2240-7944","2240-7944","UNIV STUDI TORINO","VIA VERDI 8, TORINO, ITALY, 10124"
"SPECIAL CARE IN DENTISTRY","0275-1879","1754-4505","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"SPECIAL MATRICES","2300-7451","2300-7451","SCIENDO","DE GRUYTER POLAND SP Z O O, BOGUMILA ZUGA 32A STR, WARSAW, POLAND, 01-811"
"SPECIAL TOPICS & REVIEWS IN POROUS MEDIA-AN INTERNATIONAL JOURNAL","2151-4798","2151-562X","BEGELL HOUSE INC","50 NORTH ST, DANBURY, USA, CT, 06810"
"SPECTRUM","2162-3244","2162-3252","INDIANA UNIV PRESS","601 N MORTON STREET, BLOOMINGTON, USA, IN, 47404-3797"
"SPEECH LANGUAGE AND HEARING","2050-571X","2050-5728","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"SPEKTRUM DER AUGENHEILKUNDE","0930-4282","1613-7523","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"SPINE SURGERY AND RELATED RESEARCH","2432-261X","2432-261X","JAPANESE SOC SPINE SURGERY & RELATED RESEARCH","1-1-1, HITOTSUBASHI, CHIYODA-KU, PALACE SIDE BLDG, TOKYO, JAPAN, 100-0003"
"SPIRITUALITY IN CLINICAL PRACTICE","2326-4500","2326-4519","AMER PSYCHOLOGICAL ASSOC","750 FIRST ST NE, WASHINGTON, USA, DC, 20002-4242"
"SPISANIE NA B LGARSKOTO GEOLOGICHESKO DRUZHESTOV-REVIEW OF THE BULGARIAN GEOLOGICAL SOCIETY","0007-3938","1314-8680","BULGARIAN ACAD SCIENCE","CENTRAL LIBRARY 7 NOEMVRI NO 1, SOFIA, BULGARIA, 00000"
"SPONTANEOUS GENERATIONS-JOURNAL FOR THE HISTORY AND PHILOSOPHY OF SCIENCE","1913-0465","1913-0465","INST HISTORY & PHILOSOPHY SCIENCE & TECHNOLOGY","UNIV TORONTO, RM 316, VICTORIA COLL, 91 CHARLES ST W, TORONTO, CANADA, ON, M5S 1K7"
"SPORT BUSINESS AND MANAGEMENT-AN INTERNATIONAL JOURNAL","2042-678X","2042-6798","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"SPORT ETHICS AND PHILOSOPHY","1751-1321","1751-133X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"SPORT IN HISTORY","1746-0263","1746-0271","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"SPORTIS-SCIENTIFIC TECHNICAL JOURNAL OF SCHOOL SPORT PHYSICAL EDUCATION AND PSYCHOMOTRICITY","2386-8333","2386-8333","UNIV CORUNA, SERVICIO PUBLICACIONS","CAMPUS DE ELVINA, CORUNA, SPAIN, 15071"
"SPORT MANAGEMENT EDUCATION JOURNAL","1938-6974","2163-2367","HUMAN KINETICS PUBL INC","1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200"
"SPORTS","2075-4663","2075-4663","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"SPORTS COACHING REVIEW","2164-0629","2164-0637","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"SPORTS ENGINEERING","1369-7072","1460-2687","SPRINGER LONDON LTD","236 GRAYS INN RD, 6TH FLOOR, LONDON, ENGLAND, WC1X 8HL"
"SPORTS MEDICINE-OPEN","2199-1170","2198-9761","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"SPORT TK-REVISTA EUROAMERICANA DE CIENCIAS DEL DEPORTE","2340-8812","2340-8812","EDIT UM-EDICIONES UNIV MURCIA","EDIFICIO SAAVEDRA FAJARDO, C/O ACTOR ISIDORO MAIQUEZ 9, MURCIA, SPAIN, 30007"
"SPRACHE & SPRACHEN","0934-6813","2199-6016","GESELLSCHAFT SPRACHE & SPRACHEN GESUS EV","IM JOHANNISTAL 25, WUPPERTAL, GERMANY, D-42119"
"SPRACHE-STIMME-GEHOR","0342-0477","1439-1260","GEORG THIEME VERLAG KG","RUDIGERSTR 14, STUTTGART, GERMANY, D-70469"
"SPREADSHEETS IN EDUCATION","1448-6156","1448-6156","BOND UNIV, FAC BUSINESS SCH INFORMATION TECHNOLOGY","SCH INFORMATION TECHNOLOGY, GOLD COAST, AUSTRALIA, QLD 4229"
"SRAVNITELNAYA POLITIKA-COMPARATIVE POLITICS","2221-3279","2412-4990","PUBLISHING HOUSE JURIST","26-55, BLDG 7 KOSMODAMIANSKAYA EMB, MOSCOW, RUSSIA, 115035"
"SRI LANKA JOURNAL OF SOCIAL SCIENCES","0258-9710","2478-1169","NATL SCIENCE FOUNDATION SRI LANKA","47/5  MAITLAND PLACE, COLOMBO, SRI LANKA, 00000"
"SRI LANKAN JOURNAL OF ANAESTHESIOLOGY","1391-8834","2279-1965","COLL ANAESTHESIOLOGISTS SRI LANKA","6 WIJERAMA MAWATHA, COLOMBO, SRI LANKA, 7"
"SSM-POPULATION HEALTH","2352-8273","2352-8273","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"STABILITY-INTERNATIONAL JOURNAL OF SECURITY AND DEVELOPMENT","2165-2627","2165-2627","UBIQUITY PRESS LTD","2N, 6 OSBORNE ST, LONDON, ENGLAND, E1 6TD"
"STANISLAVSKI STUDIES","2056-7790","2054-4170","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STAPS-SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES","0247-106X","1782-1568","DE BOECK UNIV","FOND JEAN-PAQUES 4,, LOUVAIN-LA-NEUVE, BELGIUM, B-1348"
"STATE CRIME","2046-6056","2046-6064","PLUTO JOURNALS","C/O MARSTON BOOK SERVICES LTD, PO BOX 269 ABINGDON, OXFORDSHIRE, ENGLAND, OX14 4YN"
"STATISTICA","0390-590X","1973-2201","UNIV STUDI BOLOGNA, DIPT SCIENZE STATISTICHE PAOLO FORTUNATI","VIA BELLE ARTI 41, ROME, ITALY, 40126"
"STATISTICAL INFERENCE FOR STOCHASTIC PROCESSES","1387-0874","1572-9311","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"STATISTICS AND APPLICATIONS","2454-7395","2454-7395","SOC STATISTICS COMPUTER & APPLICATIONS","I-1703, B-133, GROUND FLR, CHITTRANJAN PARK, NEW DELHI, INDIA, 110019"
"STATISTICS AND PUBLIC POLICY","2330-443X","2330-443X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STATISTICS IN BIOSCIENCES","1867-1764","1867-1772","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"STATISTICS & RISK MODELING","2193-1402","2196-7040","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"STATISTICS SURVEYS","1935-7516","1935-7516","AMER STATISTICAL ASSOC","732 N WASHINGTON ST, ALEXANDRIA, USA, VA, 22314-1943"
"STATISTIKA-STATISTICS AND ECONOMY JOURNAL","0322-788X","1804-8765","CESKY STATISTICAL OFFICE","NA PADESATEM 81, PRAGUE 10, CZECH REPUBLIC, 10082"
"STATUTE LAW REVIEW","0144-3593","1464-3863","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"STEEL CONSTRUCTION-DESIGN AND RESEARCH","1867-0520","1867-0539","ERNST & SOHN","ROTHERSTRASSE 21, BERLIN, GERMANY, DEUTSCHLAND, 10245"
"STEINBECK REVIEW","1546-007X","1754-6087","PENN STATE UNIV PRESS","820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802"
"STELLENBOSCH PAPERS IN LINGUISTICS PLUS-SPIL PLUS","1726-541X","2224-3380","UNIV STELLENBOSCH, DEPT GENERAL LINGUISTICS","PRIVATE BAG X1, MATIELAND, STELLENBOSCH, SOUTH AFRICA, 7602"
"STELLENBOSCH PAPERS IN LINGUISTICS-SPIL","1027-3417","2223-9936","UNIV STELLENBOSCH, DEPT GENERAL LINGUISTICS","PRIVATE BAG X1, MATIELAND, STELLENBOSCH, SOUTH AFRICA, 7602"
"STELLENBOSCH THEOLOGICAL JOURNAL","2413-9459","2413-9467","PIETER WAAL NEETHLING TRUST","C/O STELLENBOSCH UNIV, FAC THEOLOGY, PRIVATE BAG X1, MATIELAND, STELLENBOSCH, SOUTH AFRICA, 7602"
"STEM CELLS AND CLONING-ADVANCES AND APPLICATIONS","1178-6957","1178-6957","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752"
"STILISTICA E METRICA ITALIANA","1591-6693","1591-6693","SISMEL EDIZIONI GALLUZZO","CASELLA POSTALE 90, TAVARNUZZE, ITALY, 50023"
"STOA","2007-1868","2007-1868","UNIV VERACRUZANA, INST FILOSOFIA","LOMAS ESTADIO S-N, AREA HUMANIDADES, EDIF B CUB 23, XALAPA, VERACRUZ, MEXICO, 91090"
"STORIA DELLE DONNE","1826-7513","1826-7505","FIRENZE UNIV PRESS","JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122"
"STORIA DEL PENSIERO POLITICO","2279-9818","2279-9818","SOC ED IL MULINO","STRADA MAGGIORE 37, BOLOGNA, ITALY, 40125"
"STORICA","1125-0194","1973-2236","VIELLA LIBRERIA EDITRICE","VIA DELLE ALPI 32, ROME, ITALY, 00198"
"STORINKY ISTORIYI-HISTORY PAGES","2307-5244","2411-0647","NATL TECHNICAL UNIV UKRAINE IGOR SIKORSKY KYIV POLYTECHNIC INST","37, PROSPECT PEREMOHY, KYIV, UKRAINE, 03056"
"ST PETERSBURG POLYTECHNIC UNIVERSITY JOURNAL-PHYSICS AND MATHEMATICS","2405-7223","2405-7223","POLYTECHNICAL UNIV PUBLISHING HOUSE","POLYTECHNICHESKAYA UL 29, ST PETERSBURG, RUSSIA, 195251"
"STRABISMUS","0927-3972","1744-5132","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"STRATEGIC ANALYSIS","0970-0161","1754-0054","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STRATEGIC BEHAVIOR AND THE ENVIRONMENT","1944-012X","1944-0138","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339"
"STRATEGIC CHANGE-BRIEFINGS IN ENTREPRENEURIAL FINANCE","1086-1718","1099-1697","JOHN WILEY & SONS LTD","THE ATRIUM, SOUTHERN GATE, CHICHESTER, ENGLAND, W SUSSEX, PO19 8SQ"
"STRATEGIC MANAGEMENT","1821-3448","2334-6191","UNIV NOVI SAD, FAC ECONOMICS SUBOTICA","SEGEDINSKI PUT 9-11, SUBOTICA, SERBIA, 24000"
"STRATEGIC REVIEW FOR SOUTHERN AFRICA","1013-1108","1013-1108","UNIV PRETORIA, INST STRATEGIC STUDIES","C/O EDITOR, STRATEGIC REVIEW SOUTHERN AFRICA, PRETORIA, SOUTH AFRICA, 0002"
"STRATEGIES FOR POLICY IN SCIENCE AND EDUCATION-STRATEGII NA OBRAZOVATELNATA I NAUCHNATA POLITIKA","1310-0270","1314-8575","NATL IZDATELSTVO AZ BUKI","BUL TSARIGRADSKO SHOSE, 125, BL 5, SOFIA, BULGARIA, 1113"
"STRATEGIES IN TRAUMA AND LIMB RECONSTRUCTION","1828-8928","1828-8928","JAYPEE BROTHERS MEDICAL PUBLISHERS PVT LTD","4838-24, ANSARI RD, DARYAGANJ, NEW DEHLI, INDIA, 110 002"
"STRATEGY SCIENCE","2333-2050","2333-2077","INFORMS","5521 RESEARCH PARK DR, SUITE 200, CATONSVILLE, USA, MD, 21228"
"STRATUM PLUS","1608-9057","1857-3533","HIGH ANTHROPOLOGICAL SCH UNIV","ZIMBRULUI 10A ST, KISHINEV, MOLDOVA, MD-2024"
"STRENAE-RECHERCHES SUR LES LIVRES ET LES OBJETS CULTURELS DE L ENFANCE","2109-9081","2109-9081","UNIV FRANCOIS-RABELAIS, STRENAE","DEPT FRANCAIS EQUIPE INTRU, CECILE BOULAIRE, 3, RUE TANNEURS, BP 4103, TOURS CEDEX 1, FRANCE, 37041"
"STRENGTH FRACTURE AND COMPLEXITY","1567-2069","1875-9262","IOS PRESS","NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG"
"STROKE RESEARCH AND TREATMENT","2090-8105","2042-0056","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"STRUCTURAL INTEGRITY AND LIFE-INTEGRITET I VEK KONSTRUKCIJA","1451-3749","1820-7863","SOC STRUCTURAL INTEGRITY & LIFE","INST ISPITVANJE MATERIJALA, BULEVAR VOJVODE MISICA 43, BELGRADE, SERBIA, 00000"
"STRUCTURAL MONITORING AND MAINTENANCE","2288-6605","2288-6613","TECHNO-PRESS","PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600"
"STRUMENTI CRITICI","0039-2618","0039-2618","SOC ED IL MULINO","STRADA MAGGIORE 37, BOLOGNA, ITALY, 40125"
"ST THERESA JOURNAL OF HUMANITIES AND SOCIAL SCIENCES","2408-2120","2539-5947","ST THERESA INT COLL","ST THERESA RES OFF 1 MOO 6 RANGSIT-NAKHON NAYOK RD, KLONG 14, BUNGSAN, ONGKHARAK, NAKHON NAYOK, THAILAND, 26120"
"STUDENT SUCCESS","2205-0795","2205-0795","QUEENSLAND UNIV TECHNOLOGY","GPO  BOX 2434, BRISBANE, AUSTRALIA, QLD, 4001"
"STUDIA AUREA-REVISTA DE LITERATURA ESPANOLA Y TEORIA LITERARIA DEL RENACIMIENTO Y SIGLO DE ORO","1988-1088","1988-1088","UNIV AUTONOMA BARCELONA","SERVEI PUBLICACIONS, EDIFICI A, BELLATERRA, CARDANYOLA DEL VALLES, BARCELONA, SPAIN, 08193"
"STUDIA AUSTRIACA","1593-2508","2385-2925","UNIV STUDI MILANO, FAC LETTERE & FILOSOFIA","VIA FESTA DEL PERDONO 7, MILAN, ITALY, 20122"
"STUDIA CERANEA","2084-140X","2084-140X","WYDAWNICTWO UNIWERSYTETU LODZKIEGO","UL. JARACZA, LODZ, POLAND, 90-262"
"STUDIA ET DOCUMENTA","1970-4879","","IST STORICO SAN JOSEMARIA ESCRIVA","VIA DEI FARNESI 83, ROMA, ITALY, 00186"
"STUDIA ETHNOLOGICA CROATICA","1330-3627","1848-9532","UNIV ZAGREB, FAC HUMANITIES & SOCIAL SCIENCES, DEPT ETHNOL & CULT ANTHROPOL","IVANA LUCICA 3, ZAGREB, CROATIA, 10000"
"STUDIA GEOTECHNICA ET MECHANICA","0137-6365","2083-831X","SCIENDO","DE GRUYTER POLAND SP Z O O, BOGUMILA ZUGA 32A STR, WARSAW, POLAND, 01-811"
"STUDIA HISTORICA-HISTORIA ANTIGUA","0213-2052","2530-4100","EDICIONES UNIV SALAMANCA","APARTADO DE CORREOS 325, SALAMANCA, SPAIN, 00000"
"STUDIA HISTORICA-HISTORIA MEDIEVAL","0213-2060","0213-2060","EDICIONES UNIV SALAMANCA","APARTADO DE CORREOS 325, SALAMANCA, SPAIN, 00000"
"STUDIA HISTORICA-HISTORIA MODERNA","0213-2079","2386-3889","EDICIONES UNIV SALAMANCA","APARTADO DE CORREOS 325, SALAMANCA, SPAIN, 00000"
"STUDIA ISLAMIKA","0215-0492","2355-6145","SYARIF HIDAYATULLAH STATE ISLAMIC UNIV JAKARTA, CENTER STUDY ISLAM & SOC","JL. KERTAMUKTI NO 5, PISANGAN BARAT, CIRENDEU CIPUTAT, JAKARTA, INDONESIA, 15419"
"STUDIA LITTERARUM","2500-4247","2541-8564","RUSSIAN ACAD SCIENCES, GORKY INST WORLD LITERATURE","UL POVARSKAYA, 25A, MOSCOW, RUSSIA, 121069"
"STUDIA METRICA ET POETICA","2346-6901","2346-691X","UNIV TARTU PRESS","1 W STRUVE ST, TARTU, ESTONIA, 50091"
"STUDIA PHILOSOPHICA KANTIANA","1338-7758","1338-7758","PRESOVSKA UNIV PRESOVE","UL 17 NOVEMBRA 15, PRESOV, PRESOV, SLOVAKIA, 8001"
"STUDIA QUATERNARIA","1641-5558","2300-0384","POLISH ACAD SCIENCES, INST GEOLOGICAL SCIENCES","UL TWARDA 51-55, WARSAW, POLAND, 00-818"
"STUDIA SLAVICA ET BALCANICA PETROPOLITANA","1995-848X","1995-848X","ST-PETERSBURG STATE UNIV, DEPT HISTORY","V O, MENDELEEVSKAYA LINIYA, DOM 5, NAUCHNYI OTDEL, 97 AUDITORIYA, ST-PETERSBURG, RUSSIA, 199034"
"STUDIA THEODISCA","1593-2478","1593-2478","UNIV STUDI MILANO, FAC LETTERE & FILOSOFIA","VIA FESTA DEL PERDONO 7, MILAN, ITALY, 20122"
"STUDIA THEOLOGICA-NORDIC JOURNAL OF THEOLOGY","0039-338X","1502-7791","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STUDIA UNIVERSITATIS BABES-BOLYAI MATHEMATICA","0252-1938","2065-961X","UNIV BABES-BOLYAI","MIHAIL KOGALNICEANU NR. 1, CLUJ-NAPOCA, ROMANIA, RO-3400"
"STUDIA UNIVERSITATIS BABES-BOLYAI MUSICA","1844-4369","2065-9628","UNIV BABES-BOLYAI","MIHAIL KOGALNICEANU NR. 1, CLUJ-NAPOCA, ROMANIA, RO-3400"
"STUDIA UNIVERSITATIS BABES-BOLYAI PHILOLOGIA","1220-0484","2065-9652","UNIV BABES-BOLYAI","MIHAIL KOGALNICEANU NR. 1, CLUJ-NAPOCA, ROMANIA, RO-3400"
"STUDIA UNIVERSITATIS BABES-BOLYAI PHILOSOPHIA","1221-8138","2065-9407","UNIV BABES-BOLYAI","MIHAIL KOGALNICEANU NR. 1, CLUJ-NAPOCA, ROMANIA, RO-3400"
"STUDIA WARMINSKIE","0137-6624","0137-6624","WYDAWNICTWO UNIV WARMINISKO-MAZURSKIEGO OTSZTYNIE","UL HEWELIUSZA 14, OLSZTYN, POLAND, 10-724"
"STUDIA Z FILOLOGII POLSKIEJ I SLOWIANSKIEJ","0081-7090","2392-2435","POLISH ACAD SCIENCES, INST SLAVIC STUDIES","BARTOSZEWICZA 1B-17, WARSAW, POLAND, 00-337"
"STUDIEN ZUR DEUTSCHEN SPRACHE UND LITERATUR-ALMAN DILI VE EDEBIYATI DERGISI","1303-9407","2619-9890","ISTANBUL UNIV, FAC LETTERS","DEPT GERMAN LANGUAGE & LITERATURE, ISTANBUL, TURKEY, 34134"
"STUDI E SAGGI LINGUISTICI","0085-6827","","EDIZIONI ETS","PIAZZA CARRARA 16-19, PISA, ITALY, 56126"
"STUDIES IN AGRICULTURAL ECONOMICS","1418-2106","1418-2106","AGRARGAZDASAGI KUTATO & INFORMATIKAI INTEZET","ZSIL UTCA 3-5, PO BOX 5, BUDAPEST, HUNGARY, 1355"
"STUDIES IN AMERICAN HUMOR","2333-9934","0095-280X","PENN STATE UNIV PRESS","820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802"
"STUDIES IN ART EDUCATION","0039-3541","2325-8039","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STUDIES IN AUSTRALASIAN CINEMA","1750-3175","1750-3183","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STUDIES IN BUSINESS AND ECONOMICS","1842-4120","2344-5416","SCIENDO","DE GRUYTER POLAND SP Z O O, BOGUMILA ZUGA 32A STR, WARSAW, POLAND, 01-811"
"STUDIES IN COMICS","2040-3232","2040-3240","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG"
"STUDIES IN DOCUMENTARY FILM","1750-3280","1750-3299","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STUDIES IN ECONOMICS AND FINANCE","1086-7376","1755-6791","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"STUDIES IN ETHNICITY AND NATIONALISM","1473-8481","1754-9469","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"STUDIES IN EUROPEAN CINEMA","1741-1548","2040-0594","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STUDIES IN GRADUATE AND POSTDOCTORAL EDUCATION","2398-4686","2398-4694","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"STUDIES IN HISTORY","0257-6430","0973-080X","SAGE PUBLICATIONS INDIA  PVT LTD","B-1-I-1 MOHAN CO-OPERATIVE INDUSTRIAL AREA, MATHURA RD, POST BAG NO 7, NEW DELHI, INDIA, 110 044"
"STUDIES IN INDIAN POLITICS","2321-0230","2321-7472","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"STUDIES IN MUSICAL THEATRE","1750-3159","1750-3167","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG"
"STUDIES IN PEOPLES HISTORY","2348-4489","2349-7718","SAGE PUBLICATIONS INDIA  PVT LTD","B-1-I-1 MOHAN CO-OPERATIVE INDUSTRIAL AREA, MATHURA RD, POST BAG NO 7, NEW DELHI, INDIA, 110 044"
